LeaseNo|CustomerNo|UnitNumber|StartDate|EndDate
16321|7615|100410|10/2/2014|10/2/2015
16322|7617|30709|10/2/2014|10/2/2015
16323|7619|100610|10/2/2014|10/2/2015
16324|7635|60507|10/2/2014|10/2/2015
16325|7637|80703|10/2/2014|10/2/2015
16326|7645|40205|10/2/2014|10/2/2015
16327|7646|90303|10/2/2014|10/2/2015
16328|7647|21006|10/2/2014|10/2/2015
16329|7649|80408|10/2/2014|10/2/2015
16330|7651|101010|10/2/2014|10/2/2015
16331|7655|40305|10/2/2014|10/2/2015
16332|7656|60504|10/2/2014|10/2/2015
16333|9216|30711|10/1/2014|10/1/2015
16334|9224|20105|10/1/2014|10/1/2015
16335|9227|30811|10/1/2014|10/1/2015
16336|9231|40410|10/1/2014|10/1/2015
16337|9239|10909|10/1/2014|10/1/2015
16338|9240|50909|10/1/2014|10/1/2015
16339|9245|20706|10/1/2014|10/1/2015
16340|9251|30907|10/1/2014|10/1/2015
16341|9255|50611|10/1/2014|10/1/2015
16342|9262|30403|10/1/2014|10/1/2015
16343|9267|60803|10/1/2014|10/1/2015
16344|9268|20804|10/1/2014|10/1/2015
16345|9271|20801|10/1/2014|10/1/2015
16346|9280|70403|10/1/2014|10/1/2015
16347|9283|20505|10/1/2014|10/1/2015
16348|9284|100411|10/1/2014|10/1/2015
16349|9288|20805|10/1/2014|10/1/2015
16350|9293|40704|10/1/2014|10/1/2015
16351|9294|100511|10/1/2014|10/1/2015
16352|9295|30401|10/1/2014|10/1/2015
16353|9296|60510|10/1/2014|10/1/2015
16354|9309|50504|10/1/2014|10/1/2015
16355|9312|60506|10/1/2014|10/1/2015
16356|9313|50601|10/1/2014|10/1/2015
16357|9316|61010|10/1/2014|10/1/2015
16358|9326|30408|10/1/2014|10/1/2015
16359|9333|100606|10/1/2014|10/1/2015
16360|9338|31007|10/1/2014|10/1/2015
16361|9341|40208|10/1/2014|10/1/2015
16362|3504|80401|11/15/2014|11/15/2015
16363|3608|100102|11/21/2014|11/21/2015
16364|3679|70903|11/28/2014|11/28/2015
16365|3688|80803|11/17/2014|11/17/2015
16366|3858|70505|11/26/2014|11/26/2015
16367|4222|60709|11/27/2014|11/27/2015
16368|4354|10711|11/24/2014|11/24/2015
16369|3744|50204|11/4/2014|11/4/2015
16370|6000|50405|11/3/2014|11/3/2015
16371|6007|21011|11/3/2014|11/3/2015
16372|6013|51005|11/3/2014|11/3/2015
16373|6019|10608|11/3/2014|11/3/2015
16374|6034|70609|11/3/2014|11/3/2015
16375|6036|20206|11/3/2014|11/3/2015
16376|6052|60404|11/3/2014|11/3/2015
16377|6054|40803|11/3/2014|11/3/2015
16378|6055|70904|11/3/2014|11/3/2015
16379|6056|60407|11/3/2014|11/3/2015
16380|6058|50806|11/3/2014|11/3/2015
16381|6090|70611|11/3/2014|11/3/2015
16382|6096|40301|11/3/2014|11/3/2015
16383|6101|90407|11/3/2014|11/3/2015
16384|6103|100307|11/3/2014|11/3/2015
16385|6104|50203|11/3/2014|11/3/2015
16386|6105|80304|11/3/2014|11/3/2015
16387|6109|80110|11/3/2014|11/3/2015
16388|7672|40510|11/2/2014|11/2/2015
16389|7680|40906|11/2/2014|11/2/2015
16390|7682|30501|11/2/2014|11/2/2015
16391|7690|31008|11/2/2014|11/2/2015
16392|7694|61008|11/2/2014|11/2/2015
16393|7698|80808|11/2/2014|11/2/2015
16394|7707|30809|11/2/2014|11/2/2015
16395|7709|20202|11/2/2014|11/2/2015
16396|7718|40609|11/2/2014|11/2/2015
16397|7740|10707|11/2/2014|11/2/2015
16398|7741|40511|11/2/2014|11/2/2015
16399|7745|70102|11/2/2014|11/2/2015
16400|7747|20203|11/2/2014|11/2/2015
16401|7748|80902|11/2/2014|11/2/2015
16402|7749|20303|11/2/2014|11/2/2015
16403|7774|41006|11/2/2014|11/2/2015
16404|7781|60804|11/2/2014|11/2/2015
16405|7782|90402|11/2/2014|11/2/2015
16406|7785|40601|11/2/2014|11/2/2015
16407|9355|20201|11/1/2014|11/1/2015
16408|9358|10202|11/1/2014|11/1/2015
16409|9365|20602|11/1/2014|11/1/2015
16410|9369|40110|11/1/2014|11/1/2015
16411|9375|40105|11/1/2014|11/1/2015
16412|9376|60201|11/1/2014|11/1/2015
16413|9378|70301|11/1/2014|11/1/2015
16414|9379|40603|11/1/2014|11/1/2015
16415|9380|40702|11/1/2014|11/1/2015
16416|9385|40211|11/1/2014|11/1/2015
16417|9386|10907|11/1/2014|11/1/2015
16418|9389|40307|11/1/2014|11/1/2015
16419|9394|40404|11/1/2014|11/1/2015
16420|9403|41003|11/1/2014|11/1/2015
16421|9410|10808|11/1/2014|11/1/2015
16422|9415|50904|11/1/2014|11/1/2015
16423|9418|60102|11/1/2014|11/1/2015
16424|9426|40607|11/1/2014|11/1/2015
16425|9445|10809|11/1/2014|11/1/2015
16426|9446|40405|11/1/2014|11/1/2015
16427|9448|60810|11/1/2014|11/1/2015
16428|9452|50105|11/1/2014|11/1/2015
16429|9461|90510|11/1/2014|11/1/2015
16430|9462|10706|11/1/2014|11/1/2015
16431|4186|20509|12/5/2014|12/5/2015
16432|4269|10710|12/17/2014|12/17/2015
16433|4342|100510|12/26/2014|12/26/2015
16434|4514|60907|12/4/2014|12/4/2015
16435|4531|70807|12/4/2014|12/4/2015
16436|6126|10607|12/3/2014|12/3/2015
16437|6148|20405|12/3/2014|12/3/2015
16438|6169|70207|12/3/2014|12/3/2015
16439|6209|50501|12/3/2014|12/3/2015
16440|6222|70103|12/3/2014|12/3/2015
16441|7796|60311|12/2/2014|12/2/2015
16442|7797|10507|12/2/2014|12/2/2015
16443|7798|50305|12/2/2014|12/2/2015
16444|7804|10406|12/2/2014|12/2/2015
16445|7808|10606|12/2/2014|12/2/2015
16446|7811|20707|12/2/2014|12/2/2015
16447|7819|20401|12/2/2014|12/2/2015
16448|7826|30302|12/2/2014|12/2/2015
16449|7831|50106|12/2/2014|12/2/2015
16450|7842|31009|12/2/2014|12/2/2015
16451|7850|30904|12/2/2014|12/2/2015
16452|7862|31004|12/2/2014|12/2/2015
16453|7864|90403|12/2/2014|12/2/2015
16454|7869|50401|12/2/2014|12/2/2015
16455|7873|80309|12/2/2014|12/2/2015
16456|7878|90501|12/2/2014|12/2/2015
16457|7885|10908|12/2/2014|12/2/2015
16458|9465|10301|12/1/2014|12/1/2015
16459|9467|30110|12/1/2014|12/1/2015
16460|9468|40804|12/1/2014|12/1/2015
16461|9472|80501|12/1/2014|12/1/2015
16462|9474|50209|12/1/2014|12/1/2015
16463|9476|20403|12/1/2014|12/1/2015
16464|9481|90410|12/1/2014|12/1/2015
16465|9482|90610|12/1/2014|12/1/2015
16466|9483|10405|12/1/2014|12/1/2015
16467|9484|40805|12/1/2014|12/1/2015
16468|9485|70802|12/1/2014|12/1/2015
16469|9495|20108|12/1/2014|12/1/2015
16470|9497|30508|12/1/2014|12/1/2015
16471|9502|30903|12/1/2014|12/1/2015
16472|9504|71002|12/1/2014|12/1/2015
16473|9506|50409|12/1/2014|12/1/2015
16474|9511|80701|12/1/2014|12/1/2015
16475|9512|50804|12/1/2014|12/1/2015
16476|9514|10111|12/1/2014|12/1/2015
16477|9519|10611|12/1/2014|12/1/2015
16478|9523|90810|12/1/2014|12/1/2015
16479|9525|60603|12/1/2014|12/1/2015
16480|9528|91010|12/1/2014|12/1/2015
16481|9534|50811|12/1/2014|12/1/2015
16482|9541|90301|12/1/2014|12/1/2015
16483|9543|10906|12/1/2014|12/1/2015
16484|9546|60104|12/1/2014|12/1/2015
16485|9549|60108|12/1/2014|12/1/2015
16486|9559|100810|12/1/2014|12/1/2015
16487|9560|60505|12/1/2014|12/1/2015
16488|9561|71003|12/1/2014|12/1/2015
16489|9565|70108|12/1/2014|12/1/2015
16490|9573|80205|12/1/2014|12/1/2015
16491|3685|80503|1/18/2015|1/18/2016
16492|4095|20508|1/6/2015|1/6/2016
16493|4578|20501|1/4/2015|1/4/2016
16494|4598|60811|1/4/2015|1/4/2016
16495|4643|50905|1/4/2015|1/4/2016
16496|6230|10101|1/3/2015|1/3/2016
16497|6239|20606|1/3/2015|1/3/2016
16498|6302|100209|1/3/2015|1/3/2016
16499|6315|60101|1/3/2015|1/3/2016
16500|6321|41004|1/3/2015|1/3/2016
16501|6324|81005|1/3/2015|1/3/2016
16502|6332|71007|1/3/2015|1/3/2016
16503|7906|30802|1/2/2015|1/2/2016
16504|7907|50807|1/2/2015|1/2/2016
16505|7913|11006|1/2/2015|1/2/2016
16506|7914|40706|1/2/2015|1/2/2016
16507|7916|70811|1/2/2015|1/2/2016
16508|7920|40402|1/2/2015|1/2/2016
16509|7925|10105|1/2/2015|1/2/2016
16510|7932|70911|1/2/2015|1/2/2016
16511|7936|40605|1/2/2015|1/2/2016
16512|7939|50802|1/2/2015|1/2/2016
16513|7940|70304|1/2/2015|1/2/2016
16514|7950|80111|1/2/2015|1/2/2016
16515|7953|40108|1/2/2015|1/2/2016
16516|7957|61003|1/2/2015|1/2/2016
16517|7978|80809|1/2/2015|1/2/2016
16518|7980|21010|1/2/2015|1/2/2016
16519|7987|40310|1/2/2015|1/2/2016
16520|7989|90603|1/2/2015|1/2/2016
16521|7995|60105|1/2/2015|1/2/2016
16522|9577|50208|1/1/2015|1/1/2016
16523|9578|10510|1/1/2015|1/1/2016
16524|9583|20404|1/1/2015|1/1/2016
16525|9584|11003|1/1/2015|1/1/2016
16526|9585|10106|1/1/2015|1/1/2016
16527|9589|30510|1/1/2015|1/1/2016
16528|9597|50908|1/1/2015|1/1/2016
16529|9600|20503|1/1/2015|1/1/2016
16530|9604|30311|1/1/2015|1/1/2016
16531|9605|30107|1/1/2015|1/1/2016
16532|9617|20106|1/1/2015|1/1/2016
16533|9621|70808|1/1/2015|1/1/2016
16534|9623|40304|1/1/2015|1/1/2016
16535|9625|31005|1/1/2015|1/1/2016
16536|9628|60304|1/1/2015|1/1/2016
16537|9631|70908|1/1/2015|1/1/2016
16538|9632|80508|1/1/2015|1/1/2016
16539|9639|60210|1/1/2015|1/1/2016
16540|9642|30203|1/1/2015|1/1/2016
16541|9645|30206|1/1/2015|1/1/2016
16542|9647|50606|1/1/2015|1/1/2016
16543|9649|40905|1/1/2015|1/1/2016
16544|9651|90808|1/1/2015|1/1/2016
16545|9660|20709|1/1/2015|1/1/2016
16546|9669|30411|1/1/2015|1/1/2016
16547|9670|50703|1/1/2015|1/1/2016
16548|9671|30301|1/1/2015|1/1/2016
16549|9678|80103|1/1/2015|1/1/2016
16550|9681|40611|1/1/2015|1/1/2016
16551|3536|20102|2/6/2015|2/6/2016
16552|4252|90809|2/13/2015|2/13/2016
16553|4263|10110|2/15/2015|2/15/2016
16554|4685|50907|2/4/2015|2/4/2016
16555|4703|30506|2/4/2015|2/4/2016
16556|4718|51006|2/4/2015|2/4/2016
16557|4738|30504|2/4/2015|2/4/2016
16558|4748|80106|2/4/2015|2/4/2016
16559|6340|10811|2/3/2015|2/3/2016
16560|6358|10509|2/3/2015|2/3/2016
16561|6370|70101|2/3/2015|2/3/2016
16562|6378|20309|2/3/2015|2/3/2016
16563|6386|30910|2/3/2015|2/3/2016
16564|6388|90604|2/3/2015|2/3/2016
16565|6397|10502|2/3/2015|2/3/2016
16566|6409|90210|2/3/2015|2/3/2016
16567|6412|10905|2/3/2015|2/3/2016
16568|6428|30606|2/3/2015|2/3/2016
16569|6440|100509|2/3/2015|2/3/2016
16570|6453|70406|2/3/2015|2/3/2016
16571|6454|30502|2/3/2015|2/3/2016
16572|8016|40408|2/2/2015|2/2/2016
16573|8019|20911|2/2/2015|2/2/2016
16574|8025|10205|2/2/2015|2/2/2016
16575|8028|50511|2/2/2015|2/2/2016
16576|8033|10501|2/2/2015|2/2/2016
16577|8035|41008|2/2/2015|2/2/2016
16578|8041|80207|2/2/2015|2/2/2016
16579|8043|10209|2/2/2015|2/2/2016
16580|8048|21004|2/2/2015|2/2/2016
16581|8052|80504|2/2/2015|2/2/2016
16582|8067|40401|2/2/2015|2/2/2016
16583|8074|80611|2/2/2015|2/2/2016
16584|8083|80811|2/2/2015|2/2/2016
16585|8085|70105|2/2/2015|2/2/2016
16586|8093|81007|2/2/2015|2/2/2016
16587|8095|90907|2/2/2015|2/2/2016
16588|8101|20210|2/2/2015|2/2/2016
16589|9689|50604|2/1/2015|2/1/2016
16590|9693|60111|2/1/2015|2/1/2016
16591|9697|90108|2/1/2015|2/1/2016
16592|9698|20507|2/1/2015|2/1/2016
16593|9701|90908|2/1/2015|2/1/2016
16594|9703|91008|2/1/2015|2/1/2016
16595|9705|50609|2/1/2015|2/1/2016
16596|9708|61004|2/1/2015|2/1/2016
16597|9714|60707|2/1/2015|2/1/2016
16598|9715|51009|2/1/2015|2/1/2016
16599|9716|10505|2/1/2015|2/1/2016
16600|9717|11002|2/1/2015|2/1/2016
16601|9721|60511|2/1/2015|2/1/2016
16602|9723|60711|2/1/2015|2/1/2016
16603|9724|100208|2/1/2015|2/1/2016
16604|9731|20502|2/1/2015|2/1/2016
16605|9739|70309|2/1/2015|2/1/2016
16606|9742|10401|2/1/2015|2/1/2016
16607|9749|61011|2/1/2015|2/1/2016
16608|9753|20506|2/1/2015|2/1/2016
16609|9755|70107|2/1/2015|2/1/2016
16610|9756|40806|2/1/2015|2/1/2016
16611|9758|20803|2/1/2015|2/1/2016
16612|9763|40703|2/1/2015|2/1/2016
16613|9766|50906|2/1/2015|2/1/2016
16614|9767|70311|2/1/2015|2/1/2016
16615|9768|70706|2/1/2015|2/1/2016
16616|9774|10810|2/1/2015|2/1/2016
16617|9775|20605|2/1/2015|2/1/2016
16618|9784|50705|2/1/2015|2/1/2016
16619|9787|20310|2/1/2015|2/1/2016
16620|9794|51003|2/1/2015|2/1/2016
16621|9796|21002|2/1/2015|2/1/2016
16622|9801|100308|2/1/2015|2/1/2016
16623|9802|80405|2/1/2015|2/1/2016
16624|3827|30905|4/1/2015|4/1/2015
16625|3914|30306|3/29/2015|3/29/2016
16626|4015|40107|3/25/2015|3/25/2016
16627|4029|50507|3/18/2015|3/18/2016
16628|4030|50607|3/23/2015|3/23/2016
16629|4260|100809|3/25/2015|3/25/2016
16630|4297|41010|3/11/2015|3/11/2016
16631|4785|50709|3/4/2015|3/4/2016
16632|4817|30108|3/4/2015|3/4/2016
16633|4831|60706|3/4/2015|3/4/2016
16634|4863|30103|3/4/2015|3/4/2016
16635|4872|71010|3/4/2015|3/4/2016
16636|4888|91001|3/4/2015|3/4/2016
16637|6460|20807|3/3/2015|3/3/2016
16638|6467|20304|3/3/2015|3/3/2016
16639|6468|30304|3/3/2015|3/3/2016
16640|6473|10103|3/3/2015|3/3/2016
16641|6487|90508|3/3/2015|3/3/2016
16642|6499|70506|3/3/2015|3/3/2016
16643|6517|30503|3/3/2015|3/3/2016
16644|6520|40504|3/3/2015|3/3/2016
16645|6532|40802|3/3/2015|3/3/2016
16646|6541|90906|3/3/2015|3/3/2016
16647|6548|60604|3/3/2015|3/3/2016
16648|6565|80105|3/3/2015|3/3/2016
16649|6573|50309|3/3/2015|3/3/2016
16650|6585|80101|3/3/2015|3/3/2016
16651|8130|20802|3/2/2015|3/2/2016
16652|8140|70205|3/2/2015|3/2/2016
16653|8143|41001|3/2/2015|3/2/2016
16654|8150|30909|3/2/2015|3/2/2016
16655|8152|50407|3/2/2015|3/2/2016
16656|8155|30610|3/2/2015|3/2/2016
16657|8156|80903|3/2/2015|3/2/2016
16658|8163|90803|3/2/2015|3/2/2016
16659|8174|50104|3/2/2015|3/2/2016
16660|8175|90411|3/2/2015|3/2/2016
16661|8186|90607|3/2/2015|3/2/2016
16662|8189|10506|3/2/2015|3/2/2016
16663|8203|90811|3/2/2015|3/2/2016
16664|8204|61001|3/2/2015|3/2/2016
16665|8215|30710|3/2/2015|3/2/2016
16666|8216|100807|3/2/2015|3/2/2016
16667|8227|90903|3/2/2015|3/2/2016
16668|8231|40406|3/2/2015|3/2/2016
16669|8242|91003|3/2/2015|3/2/2016
16670|8249|100103|3/2/2015|3/2/2016
16671|8252|50110|3/2/2015|3/2/2016
16672|8258|101007|3/2/2015|3/2/2016
16673|8259|70901|3/2/2015|3/2/2016
16674|9806|10306|3/1/2015|3/1/2016
16675|9810|40705|3/1/2015|3/1/2016
16676|9813|10701|3/1/2015|3/1/2016
16677|9814|80706|3/1/2015|3/1/2016
16678|9821|30801|3/1/2015|3/1/2016
16679|9825|50307|3/1/2015|3/1/2016
16680|9829|40801|3/1/2015|3/1/2016
16681|9831|40908|3/1/2015|3/1/2016
16682|9832|10404|3/1/2015|3/1/2016
16683|9839|40711|3/1/2015|3/1/2016
16684|9841|50101|3/1/2015|3/1/2016
16685|9847|100806|3/1/2015|3/1/2016
16686|9848|60905|3/1/2015|3/1/2016
16687|9850|50108|3/1/2015|3/1/2016
16688|9856|10802|3/1/2015|3/1/2016
16689|9857|70307|3/1/2015|3/1/2016
16690|9859|20710|3/1/2015|3/1/2016
16691|9860|10902|3/1/2015|3/1/2016
16692|9862|100906|3/1/2015|3/1/2016
16693|9872|11009|3/1/2015|3/1/2016
16694|9874|20409|3/1/2015|3/1/2016
16695|9876|100708|3/1/2015|3/1/2016
16696|9885|61005|3/1/2015|3/1/2016
16697|9886|60211|3/1/2015|3/1/2016
16698|9888|30702|3/1/2015|3/1/2016
16699|9889|70809|3/1/2015|3/1/2016
16700|9893|80805|3/1/2015|3/1/2016
16701|9900|70407|3/1/2015|3/1/2016
16702|9903|10504|3/1/2015|3/1/2016
16703|9908|70711|3/1/2015|3/1/2016
16704|9912|100808|3/1/2015|3/1/2016
16705|9921|70607|3/1/2015|3/1/2016
16706|9922|90305|3/1/2015|3/1/2016
16707|9923|80211|3/1/2015|3/1/2016
16708|9924|90805|3/1/2015|3/1/2016
16709|3635|21003|4/24/2015|4/24/2016
16710|3686|80603|4/5/2015|4/5/2016
16711|3947|60806|4/11/2015|4/11/2016
16712|3959|71006|4/21/2015|4/21/2016
16713|4235|80109|4/15/2015|4/15/2016
16714|4372|30611|4/10/2015|4/10/2016
16715|4913|40602|4/4/2015|4/4/2016
16716|4914|30404|4/4/2015|4/4/2016
16717|4953|40810|4/4/2015|4/4/2016
16718|4974|50810|4/4/2015|4/4/2016
16719|4996|90406|4/4/2015|4/4/2016
16720|5004|40507|4/4/2015|4/4/2016
16721|5010|30704|4/4/2015|4/4/2016
16722|5018|70511|4/4/2015|4/4/2016
16723|4063|90107|4/4/2015|4/4/2016
16724|6590|30410|4/3/2015|4/3/2016
16725|6599|20205|4/3/2015|4/3/2016
16726|6619|100706|4/3/2015|4/3/2016
16727|6629|60904|4/3/2015|4/3/2016
16728|6638|60303|4/3/2015|4/3/2016
16729|6645|90707|4/3/2015|4/3/2016
16730|6662|40210|4/3/2015|4/3/2016
16731|6667|50310|4/3/2015|4/3/2016
16732|6675|80305|4/3/2015|4/3/2016
16733|6691|100710|4/3/2015|4/3/2016
16734|6720|40811|4/3/2015|4/3/2016
16735|8261|21005|4/2/2015|4/2/2016
16736|8282|10201|4/2/2015|4/2/2016
16737|8291|40506|4/2/2015|4/2/2016
16738|8303|50205|4/2/2015|4/2/2016
16739|8305|50805|4/2/2015|4/2/2016
16740|8323|41007|4/2/2015|4/2/2016
16741|8326|60306|4/2/2015|4/2/2016
16742|8329|10402|4/2/2015|4/2/2016
16743|8334|100707|4/2/2015|4/2/2016
16744|8347|70501|4/2/2015|4/2/2016
16745|8356|40403|4/2/2015|4/2/2016
16746|8359|71001|4/2/2015|4/2/2016
16747|8362|60103|4/2/2015|4/2/2016
16748|8377|70409|4/2/2015|4/2/2016
16749|8379|100501|4/2/2015|4/2/2016
16750|8391|60406|4/2/2015|4/2/2016
16751|8403|60310|4/2/2015|4/2/2016
16752|3827|30905|4/2/2015|4/2/2016
16753|9937|20306|4/1/2015|4/1/2016
16754|9940|70907|4/1/2015|4/1/2016
16755|9941|20609|4/1/2015|4/1/2016
16756|9943|30806|4/1/2015|4/1/2016
16757|9944|10610|4/1/2015|4/1/2016
16758|9945|30109|4/1/2015|4/1/2016
16759|9947|30102|4/1/2015|4/1/2016
16760|9949|10303|4/1/2015|4/1/2016
16761|9952|70305|4/1/2015|4/1/2016
16762|9953|90306|4/1/2015|4/1/2016
16763|9957|50701|4/1/2015|4/1/2016
16764|9960|70605|4/1/2015|4/1/2016
16765|9962|100306|4/1/2015|4/1/2016
16766|9963|80107|4/1/2015|4/1/2016
16767|9968|80307|4/1/2015|4/1/2016
16768|9971|10604|4/1/2015|4/1/2016
16769|9977|31011|4/1/2015|4/1/2016
16770|9979|20704|4/1/2015|4/1/2016
16771|9984|10108|4/1/2015|4/1/2016
16772|9986|30303|4/1/2015|4/1/2016
16773|9989|50311|4/1/2015|4/1/2016
16774|9990|60501|4/1/2015|4/1/2016
16775|9992|40209|4/1/2015|4/1/2016
16776|9993|80901|4/1/2015|4/1/2016
16777|9995|40303|4/1/2015|4/1/2016
16778|9997|90901|4/1/2015|4/1/2016
16779|10000|50602|4/1/2015|4/1/2016
16780|10001|80411|4/1/2015|4/1/2016
16781|10002|90905|4/1/2015|4/1/2016
16782|10003|91005|4/1/2015|4/1/2016
16783|10013|50704|4/1/2015|4/1/2016
16784|10014|80911|4/1/2015|4/1/2016
16785|10023|100205|4/1/2015|4/1/2016
16786|10026|80409|4/1/2015|4/1/2016
16787|10029|50910|4/1/2015|4/1/2016
16788|10032|80509|4/1/2015|4/1/2016
16789|10033|80707|4/1/2015|4/1/2016
16790|10039|80709|4/1/2015|4/1/2016
16791|10040|100101|4/1/2015|4/1/2016
16792|10041|80807|4/1/2015|4/1/2016
16793|10051|80909|4/1/2015|4/1/2016
16794|10052|100201|4/1/2015|4/1/2016
16795|10057|30208|4/1/2015|4/1/2016
16796|10068|90207|4/1/2015|4/1/2016
16797|10070|90211|4/1/2015|4/1/2016
16798|10073|70508|4/1/2015|4/1/2016
16799|10076|70504|4/1/2015|4/1/2016
16800|10077|100401|4/1/2015|4/1/2016
16801|10079|90503|4/1/2015|4/1/2016
16802|10081|81009|4/1/2015|4/1/2016
16803|3532|10702|5/30/2015|5/30/2016
16804|3666|60503|6/1/2015|6/1/2015
16805|3754|60204|5/28/2015|5/28/2016
16806|3768|70704|5/17/2015|5/17/2016
16807|3955|70606|5/8/2015|5/8/2016
16808|4163|100108|5/6/2015|5/6/2016
16809|4346|100910|5/18/2015|5/18/2016
16810|4356|10911|5/15/2015|5/15/2016
16811|5095|20703|5/4/2015|5/4/2016
16812|5112|50303|5/4/2015|5/4/2016
16813|5169|50408|5/4/2015|5/4/2016
16814|5210|50505|5/4/2015|5/4/2016
16815|6757|30310|5/3/2015|5/3/2016
16816|6770|10609|5/3/2015|5/3/2016
16817|6782|70111|5/3/2015|5/3/2016
16818|6803|40104|5/3/2015|5/3/2016
16819|6804|100609|5/3/2015|5/3/2016
16820|6813|40904|5/3/2015|5/3/2016
16821|6825|100709|5/3/2015|5/3/2016
16822|6830|101009|5/3/2015|5/3/2016
16823|6845|10807|5/3/2015|5/3/2016
16824|6850|90701|5/3/2015|5/3/2016
16825|6889|30507|5/3/2015|5/3/2016
16826|8425|61006|5/2/2015|5/2/2016
16827|8431|10308|5/2/2015|5/2/2016
16828|8449|10305|5/2/2015|5/2/2016
16829|8452|30405|5/2/2015|5/2/2016
16830|8459|90103|5/2/2015|5/2/2016
16831|8462|10708|5/2/2015|5/2/2016
16832|8465|100303|5/2/2015|5/2/2016
16833|8467|100403|5/2/2015|5/2/2016
16834|8491|70905|5/2/2015|5/2/2016
16835|8497|90304|5/2/2015|5/2/2016
16836|8510|70806|5/2/2015|5/2/2016
16837|8512|100503|5/2/2015|5/2/2016
16838|8539|50809|5/2/2015|5/2/2016
16839|8544|100703|5/2/2015|5/2/2016
16840|8557|80705|5/2/2015|5/2/2016
16841|8570|90911|5/2/2015|5/2/2016
16842|10090|60302|5/1/2015|5/1/2016
16843|10094|20711|5/1/2015|5/1/2016
16844|10095|21007|5/1/2015|5/1/2016
16845|10096|50206|5/1/2015|5/1/2016
16846|10099|30205|5/1/2015|5/1/2016
16847|10103|60402|5/1/2015|5/1/2016
16848|10107|60106|5/1/2015|5/1/2016
16849|10110|10309|5/1/2015|5/1/2016
16850|10111|40604|5/1/2015|5/1/2016
16851|10114|30207|5/1/2015|5/1/2016
16852|10116|10803|5/1/2015|5/1/2016
16853|10118|80606|5/1/2015|5/1/2016
16854|10121|60602|5/1/2015|5/1/2016
16855|10123|70402|5/1/2015|5/1/2016
16856|10124|20708|5/1/2015|5/1/2016
16857|10125|50308|5/1/2015|5/1/2016
16858|10136|30111|5/1/2015|5/1/2016
16859|10138|60801|5/1/2015|5/1/2016
16860|10139|31010|5/1/2015|5/1/2016
16861|10140|90505|5/1/2015|5/1/2016
16862|10141|60309|5/1/2015|5/1/2016
16863|10142|100305|5/1/2015|5/1/2016
16864|10143|40610|5/1/2015|5/1/2016
16865|10149|50508|5/1/2015|5/1/2016
16866|10150|40411|5/1/2015|5/1/2016
16867|10152|70604|5/1/2015|5/1/2016
16868|10153|50510|5/1/2015|5/1/2016
16869|10159|90311|5/1/2015|5/1/2016
16870|10164|90511|5/1/2015|5/1/2016
16871|10167|90307|5/1/2015|5/1/2016
16872|10169|80201|5/1/2015|5/1/2016
16873|10171|20603|5/1/2015|5/1/2016
16874|10174|100701|5/1/2015|5/1/2016
16875|10176|60208|5/1/2015|5/1/2016
16876|10179|60703|5/1/2015|5/1/2016
16877|10180|90611|5/1/2015|5/1/2016
16878|10183|70708|5/1/2015|5/1/2016
16879|10186|100405|5/1/2015|5/1/2016
16880|10192|70702|5/1/2015|5/1/2016
16881|10197|100801|5/1/2015|5/1/2016
16882|10201|100611|5/1/2015|5/1/2016
16883|10204|70902|5/1/2015|5/1/2016
16884|10208|100605|5/1/2015|5/1/2016
16885|10212|90507|5/1/2015|5/1/2016
16886|10213|100711|5/1/2015|5/1/2016
16887|10216|100811|5/1/2015|5/1/2016
16888|10226|101008|5/1/2015|5/1/2016
16889|10230|80104|5/1/2015|5/1/2016
16890|10233|100911|5/1/2015|5/1/2016
16891|10235|80102|5/1/2015|5/1/2016
16892|10236|101001|5/1/2015|5/1/2016
16893|10242|101011|5/1/2015|5/1/2016
16894|3600|90302|6/20/2015|6/20/2016
16895|3706|100803|6/7/2015|6/7/2016
16896|3762|70104|6/14/2015|6/14/2016
16897|3850|60605|6/13/2015|6/13/2016
16898|3952|70306|6/21/2015|6/21/2016
16899|4254|91009|6/23/2015|6/23/2016
16900|4324|80310|7/1/2015|7/1/2015
16901|5339|40903|6/4/2015|6/4/2016
16902|5342|60508|6/4/2015|6/4/2016
16903|5387|100110|6/4/2015|6/4/2016
16904|6913|20204|6/3/2015|6/3/2016
16905|6946|60906|6/3/2015|6/3/2016
16906|6948|60701|6/3/2015|6/3/2016
16907|6949|70701|6/3/2015|6/3/2016
16908|6957|20705|6/3/2015|6/3/2016
16909|6969|50710|6/3/2015|6/3/2016
16910|6970|60808|6/3/2015|6/3/2016
16911|6971|70710|6/3/2015|6/3/2016
16912|6973|40503|6/3/2015|6/3/2016
16913|6976|60908|6/3/2015|6/3/2016
16914|7004|80208|6/3/2015|6/3/2016
16915|7028|81008|6/3/2015|6/3/2016
16916|7029|90708|6/3/2015|6/3/2016
16917|7042|30402|6/3/2015|6/3/2016
16918|7048|100601|6/3/2015|6/3/2016
16919|7057|70203|6/3/2015|6/3/2016
16920|8571|30602|6/2/2015|6/2/2016
16921|8578|20906|6/2/2015|6/2/2016
16922|8581|10204|6/2/2015|6/2/2016
16923|8586|10403|6/2/2015|6/2/2016
16924|8587|10904|6/2/2015|6/2/2016
16925|8601|40106|6/2/2015|6/2/2016
16926|8604|20504|6/2/2015|6/2/2016
16927|8607|30807|6/2/2015|6/2/2016
